Property,CMP_ATOMCOUNT_Br,CMP_ATOMCOUNT_C,CMP_ATOMCOUNT_C_sp,CMP_ATOMCOUNT_C_sp2,CMP_ATOMCOUNT_C_sp3,CMP_ATOMCOUNT_Cl,CMP_ATOMCOUNT_F,CMP_ATOMCOUNT_H,CMP_ATOMCOUNT_H_ACCEPTORS,CMP_ATOMCOUNT_H_DONORS,CMP_ATOMCOUNT_HALOGENS,CMP_ATOMCOUNT_HEAVY,CMP_ATOMCOUNT_HYDROGENS,CMP_ATOMCOUNT_I,CMP_ATOMCOUNT_METALATOMS,CMP_ATOMCOUNT_N,CMP_ATOMCOUNT_NEGATIVE,CMP_ATOMCOUNT_O,CMP_ATOMCOUNT_P,CMP_ATOMCOUNT_POSITIVE,CMP_ATOMCOUNT_S,CMP_ATOMCOUNT_TOTAL,CMP_ATOMS_C_FRAC,CMP_ATOMS_C_sp_FRAC,CMP_ATOMS_C_sp2_FRAC,CMP_ATOMS_C_sp3_FRAC,CMP_ATOMS_H_ACCEPTOR_FRAC,CMP_ATOMS_H_DONOR_FRAC,CMP_ATOMS_H_FRAC,CMP_ATOMS_HALOGEN_FRAC,CMP_ATOMS_HETEROATOM_FRAC,CMP_ATOMS_N_FRAC,CMP_ATOMS_NEGATIVE_FRAC,CMP_ATOMS_O_FRAC,CMP_ATOMS_OTHER_FRAC,CMP_ATOMS_P_FRAC,CMP_ATOMS_POSITIVE_FRAC,CMP_ATOMS_S_FRAC,CMP_ATOMS_STEROATOM_FRAC,CMP_BONDS_ALIPHATIC_FRAC,CMP_BONDS_AROMATIC,CMP_BONDS_AROMATIC_FRAC,CMP_BONDS_BRIDGE,CMP_BONDS_BRIDGE_FRAC,CMP_BONDS_DOUBLE_FRAC,CMP_BONDS_DOUBLEBONDS,CMP_BONDS_EXPLICIT,CMP_BONDS_HEAVYATOMS,CMP_BONDS_HYDROGENS,CMP_BONDS_PIBONDS,CMP_BONDS_RING,CMP_BONDS_RING_FRAC,CMP_BONDS_ROTATABLE,CMP_BONDS_ROTATABLE_FRAC,CMP_BONDS_SINGLE_FRAC,CMP_BONDS_SINGLEBONDS,CMP_BONDS_STEREO_FRAC,CMP_BONDS_STEREOATOMS,CMP_BONDS_STEREOBONDS,CMP_BONDS_TOTAL,CMP_BONDS_TRIPLE_FRAC,CMP_BONDS_TRIPLEBONDS,CMP_CLASS_ACID,CMP_CLASS_BASE,CMP_CLASS_BIOLOGICAL,CMP_CLASS_INORGANIC,CMP_CLASS_LIPINSKI_PASS,CMP_CLASS_NEUTRAL,CMP_CLASS_ORGANIC,CMP_CLASS_PEPTIDE,CMP_CLASS_SMALL_MOLECULE,CMP_CLASS_SPECIES_UNDEFINED,CMP_CLASS_ZWITTERION,CMP_FORMALCHARGE,CMP_FULL_MWT,CMP_INORGANIC_FLAG,CMP_LOGD,CMP_LOGP,CMP_MOLECULAR_POLAR_SURFACEAREA,CMP_MOLECULAR_POLARSASA,CMP_MOLECULAR_SASA,CMP_MOLECULAR_SURFACEAREA,CMP_MOLECULAR_WEIGHT,CMP_NUM_ALIPHATICDOUBLEBONDS,CMP_NUM_ALIPHATICRINGS,CMP_NUM_ALIPHATICSINGLEBONDS,CMP_NUM_AROMATICRINGS,CMP_NUM_CHAINASSEMBLIES,CMP_NUM_CHAINS,CMP_NUM_HYDROGENBONS,CMP_NUM_RINGASSEMBLIES,CMP_NUM_RINGS,CMP_NUM_RO5_VIOLATIONS,CMP_NUM_TERMINALROTOMERS,CMP_RIGIDITY_INDEX,CMP_RO3_PASS,CMP_SOLUBILITY
CMP_ATOMCOUNT_HALOGENS,0.136775597494155,1.6640790605e-003,-3.8655159736e-003,9.9538047256e-002,-7.873935028e-002,0.384380501295511,0.890677563649945,-9.4421166716e-002,-9.0927849928e-002,-9.3505954837e-002,1,5.2946541894e-002,-9.4421166716e-002,6.1640474154e-002,-1.2424952038e-002,-2.2226851971e-002,0.15893916672523,-0.103035375325168,0.104778930727369,0.158245936105458,-1.8556727543e-002,-2.1720440051e-002,9.764559866e-002,-1.0020349292e-002,0.104649416401908,-0.103668160718118,-0.117534185548683,-0.109831400561164,-0.333469432040909,0.817375231349685,-9.7873557273e-002,1.4196331792e-003,2.7364649668e-003,-0.123623507359518,8.2706492499e-002,-1.7008990339e-002,-2.3362105283e-004,-1.056485927e-002,-8.3486699311e-002,-8.5834013451e-002,0.143214279807291,5.0532948276e-002,-3.3921925844e-002,-3.8322957324e-002,-0.117293994297357,6.1163139609e-002,4.9269563345e-002,4.5919329672e-002,-4.5919329672e-002,0,6.7191234778e-002,-2.5017396853e-002,-3.4661687873e-002,-7.6776472152e-002,-1.6470108842e-002,4.5025292575e-002,-5.3984129979e-002,-8.6553081789e-002,-3.4836861787e-002,5.0890332193e-002,-1.2866198797e-002,-8.0328588175e-004,-1.7409759206e-002,-2.1684645304e-002,-7.6712310455e-002,-1.0999009513e-002,-0.144610318202078,-3.7177705451e-003,7.6099061815e-002,-7.5156653505e-002,7.6712310455e-002,3.0705566693e-002,-2.9697425345e-002,-8.4876496163e-003,9.5884727925e-002,-1.261772945e-002,0.237421164231419,0.248837197538866,-8.775917416e-002,-0.165294500765412,3.6117215591e-002,2.9567555406e-002,9.5884729584e-002,-7.5227525243e-002,-4.9475488953e-002,1.5354196668e-002,0.125823283824347,0.183983007143784,0.149412447744668,0,0.147219883352608,5.6552229311e-002,8.9089782481e-002,0.212545235123893,-6.1894936147e-003,-5.6985488942e-002,-0.319084851532122
CMP_ATOMCOUNT_HEAVY,-3.878609754e-002,0.966611111296502,-2.0308777132e-002,0.687356913394111,0.820333340029504,-3.1602993529e-002,8.1687477348e-002,0.919273036185181,0.859940443784496,0.838283958469094,5.2946541894e-002,1,0.919273036185181,-1.4642476567e-002,6.4861798926e-002,0.820056822445836,8.1682035831e-002,0.83454330297352,0.33985618964143,7.1778356545e-002,0.213798011952183,0.979307161823304,-0.186699033145878,-5.909406852e-002,-0.180206905185286,0.187472214542842,-8.6457641346e-003,0.150704095995884,0.116188620050171,-7.6231486598e-002,7.6025313303e-002,2.5240697795e-002,-3.281114536e-002,9.937936894e-002,0.3212707733704,3.2128410573e-002,-3.5563034688e-002,-7.8599769598e-002,0.270316464551998,-2.291000561e-002,0.344738863892467,-0.229777008983911,0.100137736000404,6.9728134614e-003,0.16328282204011,0.833193216288272,0.996421305825729,-1.2379893327e-002,1.2379893327e-002,0,0.594945711332942,-0.2798584147226,0.894944104610411,0.289934972151251,0.215675682913821,0.987532194304001,-7.5161154424e-002,0.768085885514352,0.230849886830742,0.997158945411011,-6.1670031355e-002,-2.6806628286e-002,9.0963800849e-002,0.143684915728199,0.464235611118585,2.0558502991e-002,-0.442556407143573,1.6512957593e-002,-0.443257070256843,0.366460226583581,-0.464235611118585,-0.197115597306749,0.227655772242542,-4.0179990695e-002,0.993061857498955,-2.4467966477e-002,-0.378029639738537,-0.2841406163257,0.882768618613978,0.212696285350006,0.992610708312602,0.992901263227794,0.993061856245523,0.846316489582253,0.339777710190482,0.939743670035561,0.337484211423069,0.50224043027028,0.927966497130651,0,0.548725186928052,0.522501351874478,0.619662567354742,0.364110073407496,-0.288541669679824,-0.175074806797064,-0.634451026396469
CMP_ATOMCOUNT_HYDROGENS,-6.4897645823e-002,0.937192776544946,-4.7616338161e-002,0.474654774266172,0.953237556604875,-9.7284503787e-002,-4.529643451e-002,1,0.730041633210896,0.801101814532377,-9.4421166716e-002,0.919273036185181,1,-1.2926653289e-002,1.3920692733e-002,0.735085659995598,1.0255182601e-002,0.728476489832297,0.188533571074365,7.664225858e-003,8.8564923019e-002,0.979911404834768,-0.353949648403194,-7.9538746605e-002,-0.436875951278526,0.446257260358826,-0.149969669829647,0.117734787156739,0.438470819653221,-0.211779621618286,-9.3249205774e-002,-8.0239721544e-002,-6.6564512775e-002,4.5083661762e-003,0.172217665375059,2.5484978124e-003,-7.1371353227e-002,-0.156668808007253,0.342971812302352,7.9655227164e-002,0.11087589259181,-0.413030868590573,0.125120923424532,4.939051344e-002,0.131856942032266,0.617020611989302,0.906310888544453,-8.5344271912e-002,8.5344271912e-002,0,0.410115017832037,-0.387945574501477,0.911055784925635,0.426260228116911,0.430703897275763,0.936456279874863,-7.6567277796e-002,0.76827235346173,0.156825873726901,0.904621013141898,-8.3233450446e-002,-5.9618868208e-002,7.1843043306e-002,0.16206194001214,0.491915636706757,8.1184391723e-003,-0.432485055223356,1.7424973218e-002,-0.464556790000392,0.388501968874102,-0.491915636706757,-0.197593220851828,0.228018383661366,-1.0300607324e-002,0.901382691114627,-1.3098863462e-002,-0.352645086752652,-0.255648723036474,0.770717943964217,0.115628474752278,0.945193950980074,0.940006447321392,0.901382699325543,0.768545068339249,0.3264653345579,0.944880465993679,0.103915642562696,0.340553409695477,0.845486169944571,0,0.353368537464855,0.33499373434001,0.601055053566778,0.321193804525089,-0.471690341247975,-0.149493679861558,-0.615531548421944
CMP_ATOMCOUNT_I,-8.0952568975e-003,-1.8194755234e-002,-1.1979154394e-002,-2.2239780695e-002,-7.2925155375e-003,-1.7580249699e-002,-1.8300752715e-002,-1.2926653289e-002,-1.8786947402e-002,-1.0190173459e-002,6.1640474154e-002,-1.4642476567e-002,-1.2926653289e-002,1,-3.7504175877e-003,-2.2265442816e-002,8.2541644501e-002,-1.0615414098e-002,-4.0518222101e-005,8.3354958743e-002,-2.2228305758e-002,-1.4065039442e-002,-9.386327978e-003,-9.4730863503e-003,-3.9517726067e-003,4.4514805496e-003,-1.6344113293e-002,-1.3366410727e-003,-7.6642158089e-003,7.8211506535e-002,-2.162149086e-002,-2.1993193673e-002,6.4013992684e-002,-1.2607236411e-003,-1.8615010845e-003,8.3635940938e-004,7.0100672507e-002,-2.0469493133e-002,7.4060067325e-003,-6.146846474e-003,-2.0777128953e-002,-5.9342761191e-003,1.5220090397e-002,2.2828178424e-002,-1.9295331132e-002,-2.6411652423e-002,-1.711793199e-002,-1.3194138179e-002,1.3194138179e-002,0,-2.376979475e-002,-1.2519473112e-002,-9.4277574987e-003,2.4134491873e-003,1.2347091155e-002,-1.3626774017e-002,-2.160650587e-003,-3.9573751514e-003,-6.3317510536e-003,-1.7438697082e-002,-1.0712503639e-002,-1.3120747118e-002,-3.5190595261e-003,1.7641188345e-004,-1.5210392541e-002,-5.4502009703e-003,-3.7544539694e-002,-9.5099564186e-003,1.6315938654e-002,-8.5067060655e-003,1.5210392541e-002,8.5829260452e-003,-6.9471730667e-004,-1.1806838115e-004,3.6873694477e-002,8.5201888492e-003,-2.1537438951e-002,-2.7355535412e-002,-4.9918437326e-003,-3.239569459e-002,-5.3126422363e-003,2.2957503731e-003,3.6873704068e-002,-1.8576030106e-002,-8.5274758945e-003,-8.6943396169e-003,-2.2015264073e-002,2.2961752092e-002,-1.6754052797e-003,0,-2.7744840746e-002,-2.3381559067e-002,2.2024421797e-002,-7.4163833282e-003,-1.0457993883e-002,-1.1320330448e-002,-2.1234864293e-002
CMP_ATOMCOUNT_METALATOMS,-4.531114217e-003,1.7416294179e-002,-4.6308687703e-003,-1.1715232477e-002,3.4652926954e-002,-1.2093334383e-002,-6.8722891144e-003,1.3920692733e-002,0.133404677296077,-8.4031404671e-004,-1.2424952038e-002,6.4861798926e-002,1.3920692733e-002,-3.7504175877e-003,1,-1.8845290364e-002,0.578475730279088,0.168918984712082,4.2458920609e-002,0.583563945912326,0.187090687597472,4.0020442065e-002,-6.9060374973e-002,-8.8396127191e-004,-3.1940362758e-002,2.8427262142e-002,0.118640992728015,-1.9147828671e-002,-6.4795228801e-002,-1.2072203719e-002,0.106796613073057,-4.3771755216e-002,0.301670343167817,0.147235542036781,0.454434598263457,7.9335726061e-002,0.338071085946111,6.9938438043e-002,5.3733678445e-002,-9.8808362958e-003,-1.7918074054e-002,-4.2608989727e-002,6.4023555399e-003,-6.0196290704e-003,7.2702796402e-002,5.4129944736e-002,5.3977233899e-002,-2.4126447916e-002,2.4126447916e-002,0,6.175784693e-003,-5.7261457262e-002,5.451083456e-002,3.2875516377e-002,2.4285036541e-002,4.8556423676e-002,3.5319737223e-003,7.3987406246e-002,6.9276352154e-003,5.2025799387e-002,-3.370116885e-003,-7.1447109243e-003,-6.544157542e-003,-6.5744103831e-003,-1.5826818674e-002,0.528683595553842,-3.0147506548e-002,-1.0529316848e-002,-0.183592056307032,-9.8247670719e-003,1.5826818674e-002,1.5223424756e-002,-4.9007860902e-003,4.5155077049e-004,8.4815596167e-002,1.3702247919e-002,-0.156459573583196,-0.13863178029977,0.202046554885282,8.7452196346e-002,5.6362477023e-002,0.100698890697492,8.4815607625e-002,9.5818333659e-002,2.3398849043e-002,5.4753285493e-002,-1.7787423154e-002,0.126267828211277,0.122903785179567,0,3.0341082701e-003,4.8800838961e-003,3.5057656402e-002,3.3375979798e-002,-3.8048144521e-002,-5.3461477723e-003,1.2407771421e-002
CMP_ATOMCOUNT_N,-3.611640794e-002,0.730404552613267,9.5254503233e-003,0.511579573660537,0.625139076151113,-3.2138824005e-002,-5.1616942232e-004,0.735085659995598,0.775992509354244,0.82635921133853,-2.2226851971e-002,0.820056822445836,0.735085659995598,-2.2265442816e-002,-1.8845290364e-002,1,1.766717857e-002,0.608712529038688,0.268083032186982,8.7108839527e-003,0.157368742476389,0.793436704771483,-0.273515025300603,-9.9005565485e-003,-9.3533353546e-002,9.5347272155e-002,0.154142851417055,0.28848015689379,1.4785218742e-002,-8.3694045262e-002,0.293334289297958,0.503682470148977,-2.1184251799e-002,-6.3060030861e-002,0.219472370095894,1.5452148367e-002,-2.3827228078e-002,-4.7632104528e-002,0.1376630677229,-7.9560551978e-002,0.297127291458204,-9.5803342059e-002,3.2362272862e-002,-3.6806892131e-002,0.108913095033516,0.698364263272909,0.810393412675177,8.1431006859e-002,-8.1431006859e-002,0,0.435931921818316,-0.183374076892015,0.756528183016913,0.189637121158659,8.3494077012e-002,0.800887304629494,-9.3224548561e-002,0.604760858260831,0.14599013079626,0.814589776756349,-3.7655524763e-003,2.0591936022e-002,3.7524038776e-002,0.15982433287882,0.448824958608459,-3.5260860537e-002,-0.21990679862266,5.802536964e-003,-0.407847260458136,0.39145407318598,-0.448824958608459,-0.175430390615866,0.236263791891454,-3.4448183834e-002,0.811539298594933,-2.2514257949e-002,-0.529840097709114,-0.484698446624879,0.830824888271216,0.336515733806114,0.819789364471516,0.820584755900395,0.811539297042087,0.729852632657271,0.176879664138595,0.751876840980891,0.315031197153302,0.314195307879714,0.742584788144333,0,0.432979526480663,0.377633607655682,0.408131622568755,0.282978500785284,-0.169915010569091,-8.971474525e-002,-0.359919890120547
CMP_ATOMCOUNT_NEGATIVE,6.8357237051e-002,2.5423538716e-002,-7.3476233993e-003,3.247996427e-002,1.0119745032e-002,-6.1205824828e-003,0.156317045928794,1.0255182601e-002,0.112349012787013,-1.9415931282e-002,0.15893916672523,8.1682035831e-002,1.0255182601e-002,8.2541644501e-002,0.578475730279088,1.766717857e-002,1,0.147747311725985,0.154663018571321,0.964936310790501,0.131525204484166,4.6658030968e-002,-8.0573474487e-002,-7.9957267365e-003,6.9098905055e-003,-8.7099417808e-003,0.149637301971476,-4.3828010315e-002,-0.10724361094184,7.0593186631e-003,0.181014264401763,1.8890229446e-002,0.64934946773609,0.192592789919057,0.377790873423941,8.2541870631e-002,0.704622994763977,5.1880446842e-002,8.4504560732e-003,-4.8359848503e-002,3.0948219042e-002,-2.9316870566e-002,1.3447369072e-002,-1.2891635658e-003,0.101939153470053,9.0657268604e-002,7.0370087046e-002,-4.2943138062e-003,4.2943138062e-003,0,2.7180674542e-002,-7.8989607869e-002,5.6627771669e-002,5.2643743207e-002,2.2312163399e-003,5.9775063505e-002,1.8478012365e-002,3.43177354e-002,4.2196538621e-002,6.9606072802e-002,-1.1953585518e-002,-1.2900031578e-002,4.3122744525e-002,-1.0813939003e-002,-2.7312219488e-002,0.317024597077762,-3.4452100709e-002,-6.4250627214e-004,-9.3370699063e-002,-2.1074216237e-002,2.7312219488e-002,-1.628292189e-002,5.979374854e-003,-0.163907649920776,0.109948715410067,1.1201008276e-002,-9.0128832919e-002,-0.105647980846673,0.170043619873987,0.128893636751775,7.3160826062e-002,0.101590538585347,0.109948729830493,9.2476876324e-002,7.3093336219e-003,5.5733564296e-002,2.4401333148e-002,0.144621211806622,0.138893900529576,0,3.3401203364e-002,2.4234317634e-002,3.9606846562e-002,0.134792766462959,-3.909889613e-002,-1.610575233e-002,-0.107786182144935
CMP_ATOMCOUNT_O,-4.3537853582e-002,0.7233701594205,-5.7592710058e-002,0.424715821404769,0.689029794188614,-0.105380687727872,-5.5448872363e-002,0.728476489832297,0.9302874010436,0.799342182219119,-0.103035375325168,0.83454330297352,0.728476489832297,-1.0615414098e-002,0.168918984712082,0.608712529038688,0.147747311725985,1,0.482549454215737,0.130589098861973,0.280062234919431,0.797378383876901,-0.326214290725071,-6.8407144872e-002,-0.209374218099661,0.216550148474172,0.304685429275055,0.318930299187596,3.6363220443e-002,-0.14867663634425,0.342963531124612,-0.103404598258243,4.8879919348e-002,0.52474356781794,0.489226512839574,0.184243286903602,5.1871670373e-002,-6.6369171451e-003,0.368376904626924,-6.8426927417e-004,5.7434939695e-002,-0.365123510715782,7.4821119805e-002,-3.0342303766e-003,0.379519892455153,0.63668246825292,0.822842866806421,-4.1176226357e-002,4.1176226357e-002,0,0.37702446797099,-0.410677986471636,0.778636415632483,0.313146756953101,0.302135325326154,0.829626890956956,-2.02964918e-003,0.783461599881094,0.296651902051476,0.822229221408123,-7.947502941e-002,-7.0880483074e-002,0.130262475719859,7.0024847642e-002,0.399132067149123,7.4999210778e-002,-0.284673381924313,1.0783362362e-002,-0.402611918207751,0.313123604554207,-0.399132067149123,-0.164247081702669,0.18988844459554,-6.9165282392e-002,0.846717709578997,2.2357914548e-004,-0.594760821905753,-0.517551336151924,0.908572933770258,0.46281163424807,0.808860988128085,0.838539112763116,0.846717694485475,0.857453251798526,0.360365505734428,0.845873603151378,5.6791060345e-002,0.5215054682147,0.871272806148402,0,0.348046631029741,0.325876134544102,0.479841252785167,0.383474452434535,-0.366698191665609,-0.106116162561334,-0.269411503519367
CMP_ATOMCOUNT_P,-6.6761818578e-003,0.209316800124576,-1.3220389035e-002,0.142118423866285,0.183528647316947,-2.7334173228e-002,0.129053186985407,0.188533571074365,0.535801754785836,0.266768846464714,0.104778930727369,0.33985618964143,0.188533571074365,-4.0518222101e-005,4.2458920609e-002,0.268083032186982,0.154663018571321,0.482549454215737,1,0.124094804485662,0.22217670614242,0.269127200731298,-0.164010023291553,-1.2037704251e-002,-6.7115900065e-002,6.8182901923e-002,0.190410373105776,0.127874979287089,-2.3340758491e-002,-2.0436693274e-002,0.195610201766864,3.357429087e-003,3.3111290964e-002,0.194673647885271,0.877359502222838,0.573380604444296,3.0219828371e-002,-9.6640457017e-003,8.9189431849e-002,6.6976993276e-003,8.7422721202e-002,-8.5699999232e-002,-9.6842810464e-003,-1.4078014708e-002,6.8219293489e-002,0.261239590935627,0.352352897948513,1.0501722524e-002,-1.0501722524e-002,0,0.354637311269279,-8.9859157628e-002,0.230584399586433,7.3607437978e-002,7.8978508081e-002,0.360851688870047,1.6216801782e-002,0.324833131043833,0.346615968559017,0.354177542720312,-1.4836198455e-002,-1.576519653e-002,5.7195129614e-002,-9.1704220367e-003,7.1334622183e-003,3.5561436189e-002,-5.8449712188e-002,-1.2114395979e-002,-2.004046323e-002,-3.1536641333e-003,-7.1334622183e-003,-1.3660470192e-002,1.4521535084e-003,-0.119506400221275,0.378895103819225,9.1931168402e-004,-0.241884907430448,-0.185111127405959,0.429716938754957,0.170424662883707,0.304015101379926,0.320384992325734,0.378895081075367,0.305063082769158,0.381828328207664,0.348909987183103,0.101277012929399,0.455049332111494,0.364441672969965,0,0.396000084908186,0.376443913349972,0.105560881472316,-3.3901489795e-003,-9.2243941813e-002,-1.5234889009e-002,4.7958309891e-002
CMP_ATOMCOUNT_POSITIVE,6.8230717856e-002,2.099174551e-002,-6.7732449542e-003,2.9713929787e-002,6.0223497653e-003,-6.4470718085e-003,0.155651377277788,7.664225858e-003,9.1528000578e-002,-2.7306024114e-002,0.158245936105458,7.1778356545e-002,7.664225858e-003,8.3354958743e-002,0.583563945912326,8.7108839527e-003,0.964936310790501,0.130589098861973,0.124094804485662,1,0.117412812713552,4.0308056438e-002,-7.7413597777e-002,-7.8345434752e-003,6.5400042166e-003,-7.7212016604e-003,0.137065179895242,-4.8724035312e-002,-9.9279177506e-002,1.9132095457e-003,0.171054533058745,1.5829408131e-002,0.630892664922828,0.18457385197734,0.351361450799209,6.885202759e-002,0.731216964060021,4.9731420114e-002,3.7520139401e-003,-4.9628251551e-002,3.1510253451e-002,-2.7291093447e-002,1.8222883159e-002,3.0540419268e-003,9.7546993889e-002,8.3272626382e-002,6.0002923263e-002,-4.8069846468e-003,4.8069846468e-003,0,1.6666488844e-002,-7.7922974058e-002,5.0304786081e-002,5.3423892047e-002,1.2444450372e-003,4.9042987936e-002,1.8160840473e-002,1.9846833241e-002,2.9522268813e-002,5.915771668e-002,-1.2165363759e-002,-1.2769952688e-002,4.0914158445e-002,-1.1513193964e-002,-2.7816539601e-002,0.310905707544776,-3.3888108633e-002,-2.9277015397e-004,-9.060083578e-002,-2.1429002987e-002,2.7816539601e-002,-1.5528525549e-002,6.9133962223e-003,9.8376500328e-002,9.8561828144e-002,1.3203725092e-002,-8.2821202272e-002,-9.955369305e-002,0.154980620823612,0.1211030972124,6.5624849576e-002,9.3151154255e-002,9.8561848899e-002,8.0573866372e-002,-6.9767214905e-003,4.4619696403e-002,2.4247977519e-002,0.127774620088256,0.127288023216317,0,1.9286663122e-002,1.2905968612e-002,3.7369952861e-002,0.135063478149265,-3.8139128857e-002,-1.446967485e-002,-0.117357244041741
CMP_ATOMCOUNT_S,-1.4124321568e-002,0.114322093479139,-1.5208786356e-002,0.118745391466342,6.7009295799e-002,-1.6984201799e-002,-7.7292332035e-003,8.8564923019e-002,0.328541947713001,0.154161187173852,-1.8556727543e-002,0.213798011952183,8.8564923019e-002,-2.2228305758e-002,0.187090687597472,0.157368742476389,0.131525204484166,0.280062234919431,0.22217670614242,0.117412812713552,1,0.153859297654181,-0.11656480559593,-1.2525539567e-002,6.605315912e-002,-6.4742091682e-002,0.205176052873737,3.3394914168e-002,-0.178825143308649,-1.8393453446e-002,0.341620353855523,3.9361360829e-002,3.8290462906e-002,0.134263351324373,0.26973643452254,-3.3085491993e-004,4.1967013788e-002,0.812726339759355,-1.4989998713e-002,-7.6974553541e-002,9.1068260575e-002,-2.9328010144e-003,1.1932830354e-002,-4.0229552113e-002,0.232965197092259,0.259731688362671,0.213594836993037,5.1523293849e-002,-5.1523293848e-002,0,0.17315834728816,-7.661916661e-002,0.157498207360573,5.218982074e-002,-6.352692445e-002,0.190140776826452,-1.4125986355e-002,0.171333435210714,0.125055353098804,0.215075954727482,-1.8558597611e-002,-1.5398379072e-002,5.1041500493e-002,8.8876133308e-003,3.2534091678e-002,5.1424082962e-002,-7.0668657417e-002,-1.2325553347e-003,-4.9825059897e-002,3.9739027957e-002,-3.2534091678e-002,-4.7318130727e-002,6.0888079927e-002,-5.734426424e-002,0.264672362978127,-9.6677714197e-003,-0.109205312849004,-0.112087433869936,0.377095909991884,0.335894941957523,0.213789895084175,0.226719432517759,0.264672348721321,0.298553292506761,8.9172346359e-002,0.17118673483362,0.104325428383273,0.235723827576009,0.250027553703705,0,0.214223034591506,0.149070200953249,9.380754614e-002,3.103817295e-002,2.1344503159e-003,-5.6051974922e-002,-6.7907161844e-002
CMP_ATOMCOUNT_TOTAL,-5.3018571216e-002,0.97160363224562,-3.4771613897e-002,0.592302187896158,0.905739371015807,-6.603082009e-002,1.8098983352e-002,0.979911404834768,0.811050915380925,0.83661387218885,-2.1720440051e-002,0.979307161823304,0.979911404834768,-1.4065039442e-002,4.0020442065e-002,0.793436704771483,4.6658030968e-002,0.797378383876901,0.269127200731298,4.0308056438e-002,0.153859297654181,1,-0.276576496308792,-7.0835593567e-002,-0.315923639460956,0.32442809956805,-8.1487242325e-002,0.136889541905117,0.284307884573074,-0.147510009566212,-9.4246969865e-003,-2.8466616499e-002,-5.0848296437e-002,5.2669911456e-002,0.251321835526866,1.7588613604e-002,-5.4714011336e-002,-0.120374767107506,0.313298188470232,2.9347523515e-002,0.231673463074637,-0.328780690590002,0.115066966232006,2.8927216152e-002,0.150523807243221,0.739389423062477,0.970829492262494,-5.0152565521e-002,5.0152565521e-002,0,0.512297719910369,-0.341257229506405,0.921854239965769,0.36606228350603,0.3307227797892,0.981824921020043,-7.7448607799e-002,0.784167809595496,0.197595162217806,0.970334379985653,-7.4040635137e-002,-4.423492859e-002,8.3026099175e-002,0.156123934895743,0.48812933012252,1.4590338376e-002,-0.446589089809004,1.7325551065e-002,-0.463433738721536,0.385420044414532,-0.48812933012252,-0.201463703137462,0.232580372610833,-2.5653797513e-002,0.966593553584548,-1.9131802269e-002,-0.372846070873135,-0.275405314154152,0.843530809486173,0.167215788777457,0.988890485064192,0.986370549285644,0.96659355717114,0.823944649521974,0.340004906978304,0.96194348668514,0.224419187354742,0.429562273015278,0.904872946983698,0,0.459703305915533,0.436969249658576,0.62299247440917,0.349622885765166,-0.388714461731168,-0.165566102349537,-0.637928327289157
CMP_ATOMS_C_FRAC,5.9762749589e-002,-8.5722381558e-002,0.119599782655617,0.42679329132278,-0.476344788278214,0.109091037477191,4.6566533525e-002,-0.353949648403194,-0.334405724693817,-0.346783321977908,9.764559866e-002,-0.186699033145878,-0.353949648403194,-9.386327978e-003,-6.9060374973e-002,-0.273515025300603,-8.0573474487e-002,-0.326214290725071,-0.164010023291553,-7.7413597777e-002,-0.11656480559593,-0.276576496308792,1,9.6986921961e-002,0.755431711884044,-0.758573825653406,-0.328076197306324,-0.406385602731403,-0.525228128880079,0.130839170589085,-0.369681196756949,-0.149154486502402,-9.8081714023e-002,-0.29495132166467,-0.181608639970501,-0.26525494997574,-9.059744228e-002,-6.7823146275e-002,-0.375572035963451,-0.18044052685762,0.553112860257514,0.738367878235743,-3.7565687827e-002,-3.1345456153e-002,-0.309366088610284,0.202676728782917,-0.152772143540252,9.5800410814e-002,-9.5800410814e-002,0,0.273980518627024,0.657285321233635,-0.341663282437336,-0.526555028565352,-0.749676017415521,-0.245608213850165,4.9006979696e-002,-0.329784663336778,1.9224914225e-002,-0.150385613684828,0.112102410093931,0.130257994560209,-4.4956653304e-002,-7.103002518e-002,-0.277964314789855,-7.586544918e-002,8.6224127748e-002,2.4711127635e-003,0.28925887930517,-0.234414997250218,0.277964314789855,8.7676870464e-002,-0.106325864517324,1.3658775137e-002,-0.209925001369562,-4.8693474027e-002,0.496104489088651,0.471649823119266,-0.341469402561312,-0.434077626900432,-0.225872124140634,-0.250355593455362,-0.209925003596408,-0.284186561418769,-0.136057468767668,-0.386894291558138,0.532189261094435,-2.9814882864e-002,-0.307196961783522,0,0.208183109707895,0.29665128529003,-0.201053562827139,-0.187578946477644,0.748422350801001,1.3546163189e-002,-0.175312726870525
