SCPN	annotation_reference	chemical_id	smiles	type	chemical_document_count	annotation_document_count	title_count	abstract_count	claims_count	description_count	chemical_corpus_count	annotation_corpus_count	molecular_weight	med_chem_alert	log_p	donor_count	acceptor_count	ring_count	rotatable_bond_count	radical	fragment	connected	singleton	simple	lipinski	lead_likeness	bio_availability
US-20100305056-A1	n-methylpyrrole	1381	CN1C=CC=C1	TEXT	2	2	0	0	1	1	19870	1210	81.11579895019531	0	1.2768100500106812	0	0	1	0	0	0	1	0	0	1	1	1
US-20100305056-A1	2,2-difluoroethanol	4854	OCC(F)F	TEXT	3	2	0	0	1	1	7052	363	82.04940032958984	1	-0.05224129930138588	1	1	0	1	0	0	1	0	0	1	1	1
US-20100305056-A1	methyl-pyrazole	4952	CN1C=CC=N1	TEXT	2	2	0	0	1	1	11457	12	82.10379791259766	0	0.40110599994659424	0	1	1	0	0	0	1	0	0	1	1	1
US-20100305056-A1	methyl-pyrazole	47212	CC1=NNC=C1	TEXT	4	2	0	0	1	1	5294	12	82.10379791259766	0	0.40880000591278076	1	1	1	0	0	0	1	0	0	1	1	1
US-20100305056-A1	1,1,1-trifluroethane	7602	CC(F)(F)F	TEXT	1	1	0	0	0	1	19960	3	84.04039764404297	0	1.4558900594711304	0	0	0	0	0	0	1	0	0	1	1	1
US-20100305056-A1	methylsulfone	19382	C[S](C)(=O)=O	TEXT	5	3	0	0	1	2	39111	514	94.13300323486328	0	-1.3009699583053589	0	2	0	0	0	0	1	0	0	1	1	1
US-20100305056-A1	(2s)-4,4-dichloro-n-[(1s)-1-cyano-2-(4-cyano-2-fluorophenyl)ethyl]-2-({(1s)-2,2,2-trifluoro-1-[4'-(methylsulfonyl)biphenyl-4-yl]ethyl}amino)butanamide	2926034	CS(=O)(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)[C@H](N[C@@H](CC(Cl)Cl)C(=O)N[C@@H](CC1=C(F)C=C(C=C1)C#N)C#N)C(F)(F)F	TEXT	8	4	0	0	1	3	15	4	655.489990234375	1	5.249070167541504	2	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	n-[(1s)-1-cyano-2-(4-cyanophenyl)ethyl]-4-fluoro-n<sup>2</sup>-{(1s)-2,2,2-trifluoro-1-[4'-(methylsulfonyl)biphenyl-4-yl]ethyl}-l-leucinamide	3765601	CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)N[C@@H](CC1=CC=C(C=C1)C#N)C#N	TEXT	2	2	0	0	1	1	6	2	614.6539916992188	0	4.715889930725098	2	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	n-[(1s)-1-cyano-2-(4-cyanophenyl)ethyl]-4-fluoro-n<sup>2</sup>-{(1s)-2,2,2-trifluoro-1-[4'-(methylsulfonyl)biphenyl-4-yl]ethyl}-l-leucinamide	3765606	CC(C)(F)C[C@H](N([C@@H](CC1=CC=C(C=C1)C#N)C#N)[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(N)=O	TEXT	2	2	0	0	1	1	2	2	614.6539916992188	0	4.875259876251221	1	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	n-[(1s)-1-cyano-2-(4-cyano-2-fluorophenyl)ethyl]-4-fluoro-n<sup>2</sup>-{(1s)-2,2,2-trifluoro-1-[4'-(methylsulfonyl)biphenyl-4-yl]ethyl}-l-leucinamide	2927657	CC(C)(F)C[C@H](N([C@@H](CC1=CC=C(C=C1F)C#N)C#N)[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(N)=O	TEXT	2	2	0	0	1	1	4	2	632.6439819335938	0	5.017960071563721	1	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	n-[(1s)-1-cyano-2-(4-cyano-2-fluorophenyl)ethyl]-4-fluoro-n<sup>2</sup>-{(1s)-2,2,2-trifluoro-1-[4'-(methylsulfonyl)biphenyl-4-yl]ethyl}-l-leucinamide	3765380	CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)N[C@@H](CC1=CC=C(C=C1F)C#N)C#N	TEXT	8	2	0	0	1	1	11	2	632.6439819335938	0	4.688429832458496	2	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	n-[(1r)-1-cyano-2-(4-cyano-2-fluorophenyl)ethyl]-4-fluoro-n<sup>2</sup>-{(1s)-2,2,2-trifluoro-1-[4'-(methylsulfonyl)biphenyl-4-yl]ethyl}-l-leucinamide	2953105	CC(C)(F)C[C@H](N([C@H](CC1=CC=C(C=C1F)C#N)C#N)[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(N)=O	TEXT	2	2	0	0	1	1	4	2	632.6439819335938	0	5.017960071563721	1	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	n-[(1r)-1-cyano-2-(4-cyano-2-fluorophenyl)ethyl]-4-fluoro-n<sup>2</sup>-{(1s)-2,2,2-trifluoro-1-[4'-(methylsulfonyl)biphenyl-4-yl]ethyl}-l-leucinamide	2953108	CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)N[C@H](CC1=C(F)C=C(C=C1)C#N)C#N	TEXT	7	2	0	0	1	1	13	2	632.6439819335938	0	4.688429832458496	2	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	n-[2-(2-chloro-4-cyanophenyl)-1-cyanoethyl]-4-fluoro-n<sup>2</sup>-{(1s)-2,2,2-trifluoro-1-[4'-(methylsulfonyl)biphenyl-4-yl]ethyl}-l-leucinamide	3760063	CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)NC(CC1=CC=C(C=C1Cl)C#N)C#N	TEXT	2	2	0	0	1	1	7	2	649.0989990234375	0	5.150119781494141	2	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	n-[2-(2-chloro-4-cyanophenyl)-1-cyanoethyl]-4-fluoro-n<sup>2</sup>-{(1s)-2,2,2-trifluoro-1-[4'-(methylsulfonyl)biphenyl-4-yl]ethyl}-l-leucinamide	3760066	CC(C)(F)C[C@H](N(C(CC1=CC=C(C=C1Cl)C#N)C#N)[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(N)=O	TEXT	2	2	0	0	1	1	2	2	649.0989990234375	0	5.479300022125244	1	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	n-[2-(2-chloro-4-cyanophenyl)-1-cyanoethyl]-n<sup>2</sup>-{(1s)-1-[2'-chloro-4'-(methylsulfonyl)biphenyl-4-yl]-2,2,2-trifluoroethyl}-4-fluoro-l-leucinamide	2925461	CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1Cl)S(C)(=O)=O)C(F)(F)F)C(=O)NC(CC1=CC=C(C=C1Cl)C#N)C#N	TEXT	2	2	0	0	1	1	10	2	683.5440063476562	0	5.724480152130127	2	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	n-[2-(2-chloro-4-cyanophenyl)-1-cyanoethyl]-n<sup>2</sup>-{(1s)-1-[2'-chloro-4'-(methylsulfonyl)biphenyl-4-yl]-2,2,2-trifluoroethyl}-4-fluoro-l-leucinamide	3762120	CC(C)(F)C[C@H](N(C(CC1=CC=C(C=C1Cl)C#N)C#N)[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1Cl)S(C)(=O)=O)C(F)(F)F)C(N)=O	TEXT	2	2	0	0	1	1	2	2	683.5440063476562	0	6.08335018157959	1	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	2-{(1s)-1-[2'-chloro-4'-(methylsulfonyl)biphenyl-4-yl]-2,2,2-trifluoroethyl}-n-[1-cyano-2-(4-cyano-2-fluorophenyl)ethyl]-4-fluoro-l-leucinamide	3761626	CC(C)(F)C[C@@](N)([C@H](C1=CC=C(C=C1)C1=C(Cl)C=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)NC(CC1=CC=C(C=C1F)C#N)C#N	TEXT	2	2	0	0	1	1	2	2	667.0889892578125	0	3.4985499382019043	2	6	3	11	0	0	1	0	0	0	0	0
US-20100305056-A1	2-{(1s)-1-[2'-chloro-4'-(methylsulfonyl)biphenyl-4-yl]-2,2,2-trifluoroethyl}-n-[1-cyano-2-(4-cyano-2-fluorophenyl)ethyl]-4-fluoro-l-leucinamide	3761630	CC(C)(F)C[C@@](NC(CC1=CC=C(C=C1F)C#N)C#N)([C@H](C1=CC=C(C=C1)C1=CC=C(C=C1Cl)S(C)(=O)=O)C(F)(F)F)C(N)=O	TEXT	2	2	0	0	1	1	2	2	667.0889892578125	0	4.832520008087158	2	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	n-[1-cyano-2-(4-cyano-2-fluorophenyl)ethyl]-4-fluoro-n<sup>2</sup>-{(1s)-2,2,2-trifluoro-1-[4'-(methylsulfonyl)biphenyl-4-yl]ethyl}-l-leucinamide	3759357	CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)NC(CC1=CC=C(C=C1F)C#N)C#N	TEXT	2	2	0	0	1	1	4	2	632.6439819335938	0	4.688429832458496	2	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	n-[1-cyano-2-(4-cyano-2-fluorophenyl)ethyl]-4-fluoro-n<sup>2</sup>-{(1s)-2,2,2-trifluoro-1-[4'-(methylsulfonyl)biphenyl-4-yl]ethyl}-l-leucinamide	3759358	CC(C)(F)C[C@H](N(C(CC1=CC=C(C=C1F)C#N)C#N)[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(N)=O	TEXT	2	2	0	0	1	1	2	2	632.6439819335938	0	5.017960071563721	1	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	n-[1-cyano-2-(4-cyanophenyl)ethyl]-n<sup>2</sup>-n{(1s)-2,2,2-trifluoro-1-[4'-(methylsulfonyl)biphenyl-4-yl]ethyl}-l-leucinamide	3769844	CC(C)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)NC(CC1=CC=C(C=C1)C#N)C#N	TEXT	2	1	0	0	0	1	6	1	596.6630249023438	0	5.36870002746582	2	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	n-[1-cyano-2-(4-cyanophenyl)ethyl]-n<sup>2</sup>-n{(1s)-2,2,2-trifluoro-1-[4'-(methylsulfonyl)biphenyl-4-yl]ethyl}-l-leucinamide	3769845	CC(C)C[C@H](N(C(CC1=CC=C(C=C1)C#N)C#N)[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(N)=O	TEXT	2	1	0	0	0	1	2	1	596.6630249023438	0	5.528069972991943	1	6	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	n-{(1s)-1-cyano-2-[4-(trifluoromethyl)phenyl]ethyl}-4-fluoro-n<sup>2</sup>-{(1s)-2,2,2-trifluoro-1-[4'-(methylsulfonyl)biphenyl-4-yl]ethyl}-l-leucinamide	3763151	CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)N[C@@H](CC1=CC=C(C=C1)C(F)(F)F)C#N	TEXT	2	2	0	0	1	1	4	2	657.6420288085938	0	5.580080032348633	2	5	3	13	0	0	1	0	0	0	0	0
US-20100305056-A1	n-{(1s)-1-cyano-2-[4-(trifluoromethyl)phenyl]ethyl}-4-fluoro-n<sup>2</sup>-{(1s)-2,2,2-trifluoro-1-[4'-(methylsulfonyl)biphenyl-4-yl]ethyl}-l-leucinamide	3763153	CC(C)(F)C[C@H](N([C@@H](CC1=CC=C(C=C1)C(F)(F)F)C#N)[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(N)=O	TEXT	2	2	0	0	1	1	2	2	657.6420288085938	0	5.89700984954834	1	5	3	13	0	0	1	0	0	0	0	0
US-20100305056-A1	(s)-4-fluoro-4-methyl-2-[(s)-2,2,2-trifluoro-1-(4'-methanesulfonyl-biphenyl-4-yl)-ethylamino]-pentanoic acid	2848882	CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(O)=O	TEXT	42	41	0	0	9	32	74	47	461.4700012207031	0	3.468679904937744	2	5	2	9	0	0	1	0	0	1	0	1
US-20100305056-A1	(s)-4-fluoro-4-methyl-2-[(s)-2,2,2-trifluoro-1-(4'-methanesulfonyl-biphenyl-4-yl)-ethylamino]-pentanoic acid	2927805	CC(C)(F)CC(N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(O)=O	TEXT	42	41	0	0	9	32	54	47	461.4700012207031	0	3.468679904937744	2	5	2	9	0	0	1	0	0	1	0	1
US-20100305056-A1	((s)-cyano-pyridin-3-ylmethyl-methyl)-amide	2928423	NC(=O)[C](C#N)C1=CC=CN=C1	TEXT	3	3	0	0	1	2	7	7	160.1529998779297	0	-0.21469999849796295	1	3	1	2	1	0	1	0	0	1	1	1
US-20100305056-A1	((s)-cyano-pyridin-3-ylmethyl-methyl)-amide	2928425	N[C@@H](CC1=CC=CN=C1)C#N	TEXT	3	3	0	0	1	2	7	7	147.177001953125	0	-0.0821084976196289	1	3	1	2	0	0	1	0	0	1	1	1
US-20100305056-A1	(s)-n-((s)-benzyl-cyano-methyl)-3-cyclopropyl-2-[(s)-2,2,2-trifluoro-1-(4'-methanesulfonyl-biphenyl-4-yl)-ethylamino]-propionamide	2927160	CS(=O)(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)[C@H](N[C@@H](CC1CC1)C(=O)N[C@@H](CC1=CC=CC=C1)C#N)C(F)(F)F	TEXT	3	3	0	0	1	2	7	5	569.6380004882812	0	5.048880100250244	2	5	4	12	0	0	1	0	0	0	0	0
US-20100305056-A1	(s)-n-((s)-benzyl-cyano-methyl)-3-cyclopropyl-2-[(s)-2,2,2-trifluoro-1-(4'-methanesulfonyl-biphenyl-4-yl)-ethylamino]-propionamide	2927162	CS(=O)(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)[C@H](N[C@@H](CC1CC1)C(=O)NC(CC1=CC=CC=C1)C#N)C(F)(F)F	TEXT	3	3	0	0	1	2	5	5	569.6380004882812	0	5.048880100250244	2	5	4	12	0	0	1	0	0	0	0	0
US-20100305056-A1	(s)-n-((s)-benzyl-cyano-methyl)-3-cyclopropyl-2-[(s)-2,2,2-trifluoro-1-(4'-methanesulfonyl-biphenyl-4-yl)-ethylamino]-propionamide	2927163	CS(=O)(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)[C@H](NC(CC1CC1)C(=O)N[C@@H](CC1=CC=CC=C1)C#N)C(F)(F)F	TEXT	3	3	0	0	1	2	5	5	569.6380004882812	0	5.048880100250244	2	5	4	12	0	0	1	0	0	0	0	0
US-20100305056-A1	(s)-n-[(s)-cyano-(2-fluoro-4-trifluoromethyl-benzyl)-methyl]-3-methyl-2-[(s)-2,2,2-trifluoro-1-(4'-methanesulfonyl-biphenyl-4-yl)-ethylamino]-butyramide	2926229	CC(C)[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)N[C@@H](CC1=C(F)C=C(C=C1)C(F)(F)F)C#N	TEXT	3	3	0	0	1	2	9	5	643.614990234375	0	6.000279903411865	2	5	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	(s)-n-[(s)-cyano-(2-fluoro-4-trifluoromethyl-benzyl)-methyl]-3-methyl-2-[(s)-2,2,2-trifluoro-1-(4'-methanesulfonyl-biphenyl-4-yl)-ethylamino]-butyramide	2926231	CC(C)[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)NC(CC1=C(F)C=C(C=C1)C(F)(F)F)C#N	TEXT	3	3	0	0	1	2	7	5	643.614990234375	0	6.000279903411865	2	5	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	(s)-n-[(s)-cyano-(2-fluoro-4-trifluoromethyl-benzyl)-methyl]-3-methyl-2-[(s)-2,2,2-trifluoro-1-(4'-methanesulfonyl-biphenyl-4-yl)-ethylamino]-butyramide	2926232	CC(C)C(N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)N[C@@H](CC1=C(F)C=C(C=C1)C(F)(F)F)C#N	TEXT	3	3	0	0	1	2	7	5	643.614990234375	0	6.000279903411865	2	5	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	(s)-n-[(s)-cyano-(2-fluoro-4-trifluoromethyl-benzyl)-methyl]-2-{(s)-1-[4'-((r)-2,2-difluoro-1-hydroxy-ethyl)-biphenyl-4-yl]-2,2,2-trifluoro-ethylamino}-3-methyl-butyramide	3763059	CC(C)[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)[C@@H](O)C(F)F)C(F)(F)F)C(=O)N[C@@H](CC1=C(F)C=C(C=C1)C(F)(F)F)C#N	TEXT	3	3	0	0	1	2	5	3	645.5579833984375	0	6.9239301681518555	3	4	3	13	0	0	1	0	0	0	0	0
US-20100305056-A1	(s)-n-[(s)-cyano-(2-fluoro-4-trifluoromethyl-benzyl)-methyl]-2-{(s)-1-[4'-((r)-2,2-difluoro-1-hydroxy-ethyl)-biphenyl-4-yl]-2,2,2-trifluoro-ethylamino}-3-methyl-butyramide	3763063	CC(C)[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)[C@@H](O)C(F)F)C(F)(F)F)C(=O)NC(CC1=C(F)C=C(C=C1)C(F)(F)F)C#N	TEXT	3	3	0	0	1	2	3	3	645.5579833984375	0	6.9239301681518555	3	4	3	13	0	0	1	0	0	0	0	0
US-20100305056-A1	(s)-n-[(s)-cyano-(2-fluoro-4-trifluoromethyl-benzyl)-methyl]-2-{(s)-1-[4'-((r)-2,2-difluoro-1-hydroxy-ethyl)-biphenyl-4-yl]-2,2,2-trifluoro-ethylamino}-3-methyl-butyramide	3763067	CC(C)C(N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)[C@@H](O)C(F)F)C(F)(F)F)C(=O)N[C@@H](CC1=C(F)C=C(C=C1)C(F)(F)F)C#N	TEXT	3	3	0	0	1	2	3	3	645.5579833984375	0	6.9239301681518555	3	4	3	13	0	0	1	0	0	0	0	0
US-20100305056-A1	((s)-cyano-pyridin-4-ylmethyl-methyl)-amide	2927946	NC(=O)[C](C#N)C1=CC=NC=C1	TEXT	3	3	0	0	1	2	7	7	160.1529998779297	0	-0.21469999849796295	1	3	1	2	1	0	1	0	0	1	1	1
US-20100305056-A1	((s)-cyano-pyridin-4-ylmethyl-methyl)-amide	2927949	N[C@@H](CC1=CC=NC=C1)C#N	TEXT	3	3	0	0	1	2	7	7	147.177001953125	0	-0.0821084976196289	1	3	1	2	0	0	1	0	0	1	1	1
US-20100305056-A1	1-{4'-[(s)-1-((s)-1-{[(s)-cyano-(4-cyano-2-fluoro-benzyl)-methyl]-carbamoyl}-2-methyl-propylamino)-2,2,2-trifluoro-ethyl]-biphenyl-4-yl}-cyclopropanecarboxylic acid	2944796	CC(C)[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)C1(CC1)C(O)=O)C(F)(F)F)C(=O)N[C@@H](CC1=C(F)C=C(C=C1)C#N)C#N	TEXT	8	6	0	0	2	4	12	6	606.6099853515625	0	6.2154998779296875	3	6	4	12	0	0	1	0	0	0	0	0
US-20100305056-A1	1-{4'-[(s)-1-((s)-1-{[(s)-cyano-(4-cyano-2-fluoro-benzyl)-methyl]-carbamoyl}-2-methyl-propylamino)-2,2,2-trifluoro-ethyl]-biphenyl-4-yl}-cyclopropanecarboxylic acid	3761811	CC(C)[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)C1(CC1)C(O)=O)C(F)(F)F)C(=O)NC(CC1=C(F)C=C(C=C1)C#N)C#N	TEXT	6	6	0	0	2	4	6	6	606.6099853515625	0	6.2154998779296875	3	6	4	12	0	0	1	0	0	0	0	0
US-20100305056-A1	(2-hydroxy-ethyl)-amide	4395	NC(=O)CO	TEXT	6	6	0	0	2	4	18925	2262	75.06659698486328	0	-1.847540020942688	2	2	0	1	0	0	1	0	0	1	1	1
US-20100305056-A1	1-{4'-[(s)-1-((s)-1-{[(s)-cyano-(4-cyano-2-fluoro-benzyl)-methyl]-carbamoyl}-2-methyl-propylamino)-2,2,2-trifluoro-ethyl]-biphenyl-4-yl}-cyclopropanecarboxylic acid amide	2921279	CC(C)[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)C1(CC1)C(N)=O)C(F)(F)F)C(=O)N[C@@H](CC1=C(F)C=C(C=C1)C#N)C#N	TEXT	5	5	0	0	1	4	12	5	605.625	0	5.676290035247803	3	5	4	12	0	0	1	0	0	0	0	0
US-20100305056-A1	1-{4'-[(s)-1-((s)-1-{[(s)-cyano-(4-cyano-2-fluoro-benzyl)-methyl]-carbamoyl}-2-methyl-propylamino)-2,2,2-trifluoro-ethyl]-biphenyl-4-yl}-cyclopropanecarboxylic acid amide	3769846	CC(C)[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)C1(CC1)C(N)=O)C(F)(F)F)C(=O)NC(CC1=C(F)C=C(C=C1)C#N)C#N	TEXT	5	5	0	0	1	4	5	5	605.625	0	5.676290035247803	3	5	4	12	0	0	1	0	0	0	0	0
US-20100305056-A1	(s)-n-[(s)-cyano-(4-cyano-2-fluoro-benzyl)-methyl]-2-{(s)-1-[4'-((r)-2,2-difluoro-1-hydroxy-ethyl)-biphenyl-4-yl]-2,2,2-trifluoro-ethylamino}-3-methyl-butyramide	2919168	CC(C)[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)[C@@H](O)C(F)F)C(F)(F)F)C(=O)N[C@@H](CC1=C(F)C=C(C=C1)C#N)C#N	TEXT	5	5	0	0	1	4	10	5	602.5700073242188	0	5.968719959259033	3	5	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	(s)-n-[(s)-cyano-(4-cyano-2-fluoro-benzyl)-methyl]-2-{(s)-1-[4'-((r)-2,2-difluoro-1-hydroxy-ethyl)-biphenyl-4-yl]-2,2,2-trifluoro-ethylamino}-3-methyl-butyramide	3767027	CC(C)[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)[C@@H](O)C(F)F)C(F)(F)F)C(=O)NC(CC1=C(F)C=C(C=C1)C#N)C#N	TEXT	5	5	0	0	1	4	5	5	602.5700073242188	0	5.968719959259033	3	5	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	(s)-n-[(s)-cyano-(4-cyano-2-fluoro-benzyl)-methyl]-2-{(s)-1-[4'-((r)-2,2-difluoro-1-hydroxy-ethyl)-biphenyl-4-yl]-2,2,2-trifluoro-ethylamino}-3-methyl-butyramide	3767031	CC(C)C(N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)[C@@H](O)C(F)F)C(F)(F)F)C(=O)N[C@@H](CC1=C(F)C=C(C=C1)C#N)C#N	TEXT	5	5	0	0	1	4	5	5	602.5700073242188	0	5.968719959259033	3	5	3	12	0	0	1	0	0	0	0	0
US-20100305056-A1	1-[4'-((s)-1-{(s)-1-[((s)-benzyl-cyano-methyl)-carbamoyl]-3-fluoro-3-methyl-butylamino}-2,2,2-trifluoro-ethyl)-biphenyl-4-yl]-cyclopropanecarboxylic acid allylamide	2953972	CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)C1(CC1)C(=O)NCC=C)C(F)(F)F)C(=O)N[C@@H](CC1=CC=CC=C1)C#N	TEXT	3	3	0	0	1	2	7	3	634.7059936523438	1	6.440489768981934	3	4	4	15	0	0	1	0	0	0	0	0
US-20100305056-A1	1-[4'-((s)-1-{(s)-1-[((s)-benzyl-cyano-methyl)-carbamoyl]-3-fluoro-3-methyl-butylamino}-2,2,2-trifluoro-ethyl)-biphenyl-4-yl]-cyclopropanecarboxylic acid allylamide	3754931	CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)C1(CC1)C(=O)NCC=C)C(F)(F)F)C(=O)NC(CC1=CC=CC=C1)C#N	TEXT	3	3	0	0	1	2	3	3	634.7059936523438	1	6.440489768981934	3	4	4	15	0	0	1	0	0	0	0	0
